ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	Tissue	Gender	group	direction
R-MMU-211979	Eicosanoids	3/123	13/6761	0.230769230769231	12.6848030018762	5.7400121769589	0.00147081756208383	0.0225821217002642	0.0197972605737769	Cyp4a10/Cyp4f14/Cyp8b1	3	Liver	Female	WT	Down
R-MMU-75105	Fatty acyl-CoA biosynthesis	4/123	28/6761	0.142857142857143	7.85249709639954	4.94573506593343	0.00152313430822896	0.0225821217002642	0.0197972605737769	Acly/Acsl1/Acsl5/Elovl5	4	Liver	Female	WT	Down
R-MMU-2243919	Crosslinking of collagen fibrils	3/123	14/6761	0.214285714285714	11.7787456445993	5.49520838487137	0.00184721836488624	0.0262458942677586	0.0230092112117409	Col4a3/Col4a4/Col4a5	3	Liver	Female	WT	Down
R-MMU-9609507	Protein localization	7/123	100/6761	0.07	3.84772357723577	3.90512908130289	0.00219643547955317	0.0298839590480739	0.0261986243854082	Abcd3/Acaa1b/Acox1/Ehhadh/Hspd1/Nudt7/Pex26	7	Liver	Female	WT	Down
R-MMU-419037	NCAM1 interactions	3/123	15/6761	0.2	10.9934959349594	5.27408568082302	0.00227854233211121	0.0298839590480739	0.0261986243854082	Col4a3/Col4a4/Col4a5	3	Liver	Female	WT	Down
R-MMU-1566948	Elastic fibre formation	4/123	32/6761	0.125	6.87093495934959	4.53121087272831	0.00252930320001924	0.03194416263728	0.0280047605772111	Bmp10/Bmp2/Fbln5/Itga8	4	Liver	Female	WT	Down
R-MMU-1474244	Extracellular matrix organization	9/123	162/6761	0.0555555555555556	3.05374887082204	3.60141409876093	0.00266085395163666	0.0324053999110036	0.0284091173783764	Adamts5/Bmp10/Bmp2/Cdh1/Col4a3/Col4a4/Col4a5/Fbln5/Itga8	9	Liver	Female	WT	Down
R-MMU-211935	Fatty acids	3/123	16/6761	0.1875	10.3064024390244	5.07292127718744	0.00276737091545963	0.0325404649024736	0.0285275259524695	Cyp2f2/Cyp4a10/Cyp4f14	3	Liver	Female	WT	Down
R-MMU-216083	Integrin cell surface interactions	5/123	58/6761	0.0862068965517241	4.7385758340342	3.89217950202179	0.00389757584527509	0.0431960378864736	0.0378690376902562	Cdh1/Col4a3/Col4a4/Col4a5/Itga8	5	Liver	Female	WT	Down
R-MMU-75876	Synthesis of very long-chain fatty acyl-CoAs	3/123	18/6761	0.166666666666667	9.16124661246612	4.71925509878469	0.00392691253513396	0.0431960378864736	0.0378690376902562	Acsl1/Acsl5/Elovl5	3	Liver	Female	WT	Down
R-MMU-9033241	Peroxisomal protein import	5/123	62/6761	0.0806451612903226	4.43286126409651	3.6961908507464	0.00519638946709424	0.0553740252587229	0.0485452173899593	Acaa1b/Acox1/Ehhadh/Nudt7/Pex26	5	Liver	Female	WT	Down
R-MMU-1474228	Degradation of the extracellular matrix	5/123	71/6761	0.0704225352112676	3.87094927287301	3.31015944924587	0.00918835666585624	0.0949463522138478	0.0832374256173261	Adamts5/Cdh1/Col4a3/Col4a4/Col4a5	5	Liver	Female	WT	Down
R-MMU-6803157	Antimicrobial peptides	5/119	20/6761	0.25	14.203781512605	7.91495694185346	1.94865891241419e-05	0.00777514906053263	0.00771258685334459	Camp/Lcn2/Ltf/S100a8/S100a9	5	Liver	Female	XL	Up
R-MMU-6798695	Neutrophil degranulation	19/119	419/6761	0.045346062052506	2.5763422314033	4.4590443968778	0.000114833304111976	0.0229092441703391	0.0227249064979489	Acp3/Arg1/Camp/Cd36/Chi3l1/Ctsz/Cxcl1/Cxcr2/Gpi1/Hexb/Hp/Lcn2/Ltf/Rab27a/S100a8/S100a9/Serpinb1a/Slc15a4/Tmem63a	19	Liver	Female	XL	Up
R-MMU-211958	Miscellaneous substrates	5/74	21/6761	0.238095238095238	21.7535392535393	10.0194853851432	2.43240167781891e-06	0.000797827750324602	0.000768126845627024	Cyp2u1/Cyp4a10/Cyp4a31/Cyp4a32/Cyp4f14	5	Liver	Female	XL	Down
R-MMU-211979	Eicosanoids	4/74	13/6761	0.307692307692308	28.1122661122661	10.2925622891701	8.7759502705805e-06	0.0014392558443752	0.00138567635851271	Cyp4a10/Cyp4a31/Cyp4a32/Cyp4f14	4	Liver	Female	XL	Down
R-MMU-211897	Cytochrome P450 - arranged by substrate type	6/74	53/6761	0.113207547169811	10.3431922488526	7.1830723237231	2.13925707093023e-05	0.00165789704042912	0.00159617815188939	Cyp2c29/Cyp2u1/Cyp4a10/Cyp4a31/Cyp4a32/Cyp4f14	6	Liver	Female	XL	Down
R-MMU-211935	Fatty acids	4/74	16/6761	0.25	22.8412162162162	9.20066840169839	2.17892113080391e-05	0.00165789704042912	0.00159617815188939	Cyp4a10/Cyp4a31/Cyp4a32/Cyp4f14	4	Liver	Female	XL	Down
R-MMU-8978868	Fatty acid metabolism	9/74	145/6761	0.0620689655172414	5.67092264678472	5.98084399339736	2.52728207382487e-05	0.00165789704042912	0.00159617815188939	Acot1/Acot12/Acsl1/Cyp2u1/Cyp4a10/Cyp4a31/Cyp4a32/Cyp4f14/Elovl2	9	Liver	Female	XL	Down
R-MMU-2142691	Synthesis of Leukotrienes (LT) and Eoxins (EX)	4/74	18/6761	0.222222222222222	20.3033033033033	8.62610725053423	3.60316209433636e-05	0.00196972861157054	0.0018964011022823	Cyp4a10/Cyp4a31/Cyp4a32/Cyp4f14	4	Liver	Female	XL	Down
R-MMU-2142753	Arachidonic acid metabolism	5/74	44/6761	0.113636363636364	10.382371007371	6.56787400060803	0.0001067185591024	0.00500052676936961	0.00481437108732632	Cyp2u1/Cyp4a10/Cyp4a31/Cyp4a32/Cyp4f14	5	Liver	Female	XL	Down
R-MMU-211945	Phase I - Functionalization of compounds	6/74	87/6761	0.0689655172413793	6.30102516309413	5.2347981124279	0.000350898629836956	0.0143868438233152	0.0138512617040904	Cyp2c29/Cyp2u1/Cyp4a10/Cyp4a31/Cyp4a32/Cyp4f14	6	Liver	Female	XL	Down
R-MMU-9696273	RND1 GTPase cycle	4/74	35/6761	0.114285714285714	10.4416988416988	5.89086785550798	0.000535595352542848	0.019035765621629	0.0183271170939946	Cpd/Dsp/Fam135a/Wdr6	4	Liver	Female	XL	Down
R-MMU-211859	Biological oxidations	8/74	174/6761	0.0459770114942529	4.20068344206275	4.49932186172924	0.000580358707976494	0.019035765621629	0.0183271170939946	Acsm2/Cyp2c29/Cyp2u1/Cyp4a10/Cyp4a31/Cyp4a32/Cyp4f14/Ugt2b38	8	Liver	Female	XL	Down
R-MMU-174824	Plasma lipoprotein assembly, remodeling, and clearance	9/240	51/6911	0.176470588235294	5.08161764705882	5.54886965727208	5.37135577010886e-05	0.0349675260634087	0.034037433406374	Abcg1/Angptl4/Apoe/Gpihbp1/Ldlrap1/Lipg/Mylip/Nr1h3/Scarb1	9	Muscle	Male	WT	Up
R-MMU-1474244	Extracellular matrix organization	26/146	182/6911	0.142857142857143	6.76223091976517	11.5726452257697	4.1841317612895e-15	2.23851049228988e-12	2.14051372209126e-12	Capn6/Col15a1/Col1a1/Col1a2/Col26a1/Col3a1/Col4a3/Col4a5/Col5a1/Col5a2/Col5a3/Col6a1/Col6a2/Col6a6/Colgalt2/Fbn1/Fn1/Itga2/Loxl2/Mmp2/Nid1/Nid2/Sdc2/Serpinh1/Sparc/Vtn	26	Muscle	Male	WT	Down
R-MMU-1474228	Degradation of the extracellular matrix	18/146	77/6911	0.233766233766234	11.0654687777975	13.0473836433774	1.37842150050967e-14	3.68727751386337e-12	3.52585710130369e-12	Capn6/Col15a1/Col1a1/Col1a2/Col26a1/Col3a1/Col4a3/Col4a5/Col5a1/Col5a2/Col5a3/Col6a1/Col6a2/Col6a6/Fbn1/Fn1/Mmp2/Nid1	18	Muscle	Male	WT	Down
R-MMU-3000178	ECM proteoglycans	13/146	32/6911	0.40625	19.2300941780822	15.1838812233731	2.39987750068103e-14	4.27978154288117e-12	4.09242268537186e-12	Col1a1/Col1a2/Col3a1/Col5a1/Col5a2/Col5a3/Col6a1/Col6a2/Col6a6/Fn1/Itga2/Sparc/Vtn	13	Muscle	Male	WT	Down
R-MMU-1442490	Collagen degradation	14/146	41/6911	0.341463414634146	16.1633812228533	14.3051087803281	4.06618356242142e-14	5.43852051473865e-12	5.20043476667582e-12	Col15a1/Col1a1/Col1a2/Col26a1/Col3a1/Col4a3/Col4a5/Col5a1/Col5a2/Col5a3/Col6a1/Col6a2/Col6a6/Mmp2	14	Muscle	Male	WT	Down
R-MMU-1650814	Collagen biosynthesis and modifying enzymes	15/146	52/6911	0.288461538461538	13.6545047418335	13.4554421809674	8.27727886126651e-14	8.85668838155516e-12	8.46896321384321e-12	Col15a1/Col1a1/Col1a2/Col26a1/Col3a1/Col4a3/Col4a5/Col5a1/Col5a2/Col5a3/Col6a1/Col6a2/Col6a6/Colgalt2/Serpinh1	15	Muscle	Male	WT	Down
R-MMU-1474290	Collagen formation	16/146	63/6911	0.253968253968254	12.0217438573603	12.9098222864742	1.07673709786726e-13	9.60090578931642e-12	9.18060051865771e-12	Col15a1/Col1a1/Col1a2/Col26a1/Col3a1/Col4a3/Col4a5/Col5a1/Col5a2/Col5a3/Col6a1/Col6a2/Col6a6/Colgalt2/Loxl2/Serpinh1	16	Muscle	Male	WT	Down
R-MMU-8948216	Collagen chain trimerization	13/146	36/6911	0.361111111111111	17.0934170471842	14.2214774186788	1.48505782464404e-13	1.13500848026366e-11	1.08532045530377e-11	Col15a1/Col1a1/Col1a2/Col26a1/Col3a1/Col4a3/Col4a5/Col5a1/Col5a2/Col5a3/Col6a1/Col6a2/Col6a6	13	Muscle	Male	WT	Down
R-MMU-2022090	Assembly of collagen fibrils and other multimeric structures	13/146	40/6911	0.325	15.3840753424658	13.4024292002157	7.19367829173041e-13	4.81077235759471e-11	4.60016796023813e-11	Col15a1/Col1a1/Col1a2/Col3a1/Col4a3/Col4a5/Col5a1/Col5a2/Col5a3/Col6a1/Col6a2/Col6a6/Loxl2	13	Muscle	Male	WT	Down
R-MMU-3000171	Non-integrin membrane-ECM interactions	12/146	33/6911	0.363636363636364	17.2129514321295	13.7141696330558	1.21665260944242e-12	7.23232384501883e-11	6.91570956946218e-11	Col1a1/Col1a2/Col3a1/Col4a3/Col4a5/Col5a1/Col5a2/Col5a3/Fn1/Itga2/Sdc2/Vtn	12	Muscle	Male	WT	Down
R-MMU-216083	Integrin cell surface interactions	15/146	65/6911	0.230769230769231	10.9236037934668	11.8083494916666	3.03043648213166e-12	1.62128351794044e-10	1.55030750559577e-10	Col1a1/Col1a2/Col3a1/Col4a3/Col4a5/Col5a1/Col5a2/Col5a3/Col6a1/Col6a2/Col6a6/Fbn1/Fn1/Itga2/Vtn	15	Muscle	Male	WT	Down
R-MMU-419037	NCAM1 interactions	9/146	18/6911	0.5	23.6678082191781	14.1456593072367	2.70842791752723e-11	1.31728085079734e-09	1.25961336642893e-09	Col3a1/Col4a3/Col4a5/Col5a1/Col5a2/Col5a3/Col6a1/Col6a2/Col6a6	9	Muscle	Male	WT	Down
R-MMU-8874081	MET activates PTK2 signaling	8/146	17/6911	0.470588235294118	22.2755842062853	12.9018463787301	6.78006580595184e-10	3.02277933848686e-08	2.89044910674789e-08	Col1a1/Col1a2/Col3a1/Col5a1/Col5a2/Col5a3/Fn1/Itga2	8	Muscle	Male	WT	Down
R-MMU-375165	NCAM signaling for neurite out-growth	9/146	32/6911	0.28125	13.3131421232877	10.2556402430051	1.21426842559051e-08	4.99718159762247e-07	4.77841663835616e-07	Col3a1/Col4a3/Col4a5/Col5a1/Col5a2/Col5a3/Col6a1/Col6a2/Col6a6	9	Muscle	Male	WT	Down
R-MMU-8875878	MET promotes cell motility	8/146	27/6911	0.296296296296296	14.025367833587	9.96168945384676	5.17673198974987e-08	1.97825115322584e-06	1.89164793008905e-06	Col1a1/Col1a2/Col3a1/Col5a1/Col5a2/Col5a3/Fn1/Itga2	8	Muscle	Male	WT	Down
R-MMU-186797	Signaling by PDGF	10/146	51/6911	0.196078431372549	9.28149341928552	8.71993489493825	7.92151633368501e-08	2.82534082568099e-06	2.70165399169889e-06	Col3a1/Col4a3/Col4a5/Col5a1/Col5a2/Col5a3/Col6a1/Col6a2/Col6a6/Pdgfa	10	Muscle	Male	WT	Down
R-MMU-2243919	Crosslinking of collagen fibrils	5/146	16/6911	0.3125	14.7923801369863	8.11360060493495	1.42262351333115e-05	0.000475689737270103	0.000454865149657196	Col1a1/Col1a2/Col4a3/Col4a5/Loxl2	5	Muscle	Male	WT	Down
R-MMU-6806834	Signaling by MET	8/146	61/6911	0.131147540983607	6.2079496968336	6.00161266986584	3.74154399399439e-05	0.00117748590399235	0.00112593831645899	Col1a1/Col1a2/Col3a1/Col5a1/Col5a2/Col5a3/Fn1/Itga2	8	Muscle	Male	WT	Down
R-MMU-9006934	Signaling by Receptor Tyrosine Kinases	20/146	374/6911	0.053475935828877	2.53131638707787	4.47293966223239	0.000104495163387072	0.00310582846733796	0.00296986253836941	Calm1/Col1a1/Col1a2/Col3a1/Col4a3/Col4a5/Col5a1/Col5a2/Col5a3/Col6a1/Col6a2/Col6a6/Cul5/Fgf18/Fgfr4/Fn1/Itga2/Pcsk6/Pdgfa/Ptprz1	20	Muscle	Male	WT	Down
R-MMU-3000157	Laminin interactions	4/146	13/6911	0.307692307692308	14.5648050579557	7.19126328059197	0.000117834118146068	0.0033179606951656	0.00317270811185535	Col4a3/Col4a5/Nid1/Nid2	4	Muscle	Male	WT	Down
R-MMU-3000170	Syndecan interactions	4/146	16/6911	0.25	11.833904109589	6.37322710542517	0.000285468427936724	0.00763628044730738	0.00730198189353937	Fn1/Itga2/Sdc2/Vtn	4	Muscle	Male	WT	Down
R-MMU-422475	Axon guidance	14/146	228/6911	0.0614035087719298	2.90657293919731	4.30047738973574	0.000305769097635884	0.00777760426342027	0.00743711888248353	Col3a1/Col4a3/Col4a5/Col5a1/Col5a2/Col5a3/Col6a1/Col6a2/Col6a6/Dpysl3/Mmp2/Robo1/Sdc2/Vasp	14	Muscle	Male	WT	Down
R-MMU-9675108	Nervous system development	14/146	229/6911	0.0611353711790393	2.89388048094754	4.28152638482339	0.000319826717374292	0.00777760426342027	0.00743711888248353	Col3a1/Col4a3/Col4a5/Col5a1/Col5a2/Col5a3/Col6a1/Col6a2/Col6a6/Dpysl3/Mmp2/Robo1/Sdc2/Vasp	14	Muscle	Male	WT	Down
R-MMU-1266738	Developmental Biology	17/146	324/6911	0.0524691358024691	2.4836588871977	4.0183178526846	0.000446879217480628	0.0103947991892233	0.00993973911650275	Cdh4/Cdon/Col3a1/Col4a3/Col4a5/Col5a1/Col5a2/Col5a3/Col6a1/Col6a2/Col6a6/Dpysl3/Mmp2/Robo1/Sdc2/Sytl2/Vasp	17	Muscle	Male	WT	Down
R-MMU-1799339	SRP-dependent cotranslational protein targeting to membrane	11/55	88/6911	0.125	15.7068181818182	12.4353306582494	5.7027752237426e-11	7.13345892784459e-09	6.57029111775159e-09	Fau/Rpl13a/Rpl27/Rpl31/Rpl36a/Rpl37/Rpl37a/Rps16/Rps20/Rps21/Rps9	11	Muscle	Male	XL	Up
R-MMU-975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	11/55	90/6911	0.122222222222222	15.3577777777778	12.2791815686006	7.32602999342393e-11	7.13345892784459e-09	6.57029111775159e-09	Fau/Rpl13a/Rpl27/Rpl31/Rpl36a/Rpl37/Rpl37a/Rps16/Rps20/Rps21/Rps9	11	Muscle	Male	XL	Up
R-MMU-72766	Translation	15/55	220/6911	0.0681818181818182	8.56735537190083	10.2163301445998	8.35952218106787e-11	7.13345892784459e-09	6.57029111775159e-09	Chchd1/Eef1b2/Fau/Mrps16/Mrps21/Rpl13a/Rpl27/Rpl31/Rpl36a/Rpl37/Rpl37a/Rps16/Rps20/Rps21/Rps9	15	Muscle	Male	XL	Up
R-MMU-72689	Formation of a pool of free 40S subunits	11/55	97/6911	0.11340206185567	14.2494845360825	11.7697909485973	1.68056405192142e-10	1.07556099322971e-08	9.90648283237893e-09	Fau/Rpl13a/Rpl27/Rpl31/Rpl36a/Rpl37/Rpl37a/Rps16/Rps20/Rps21/Rps9	11	Muscle	Male	XL	Up
R-MMU-156827	L13a-mediated translational silencing of Ceruloplasmin expression	11/55	107/6911	0.102803738317757	12.9177570093458	11.1272853859497	4.9345352366064e-10	1.93246464202124e-08	1.77990164396693e-08	Fau/Rpl13a/Rpl27/Rpl31/Rpl36a/Rpl37/Rpl37a/Rps16/Rps20/Rps21/Rps9	11	Muscle	Male	XL	Up
R-MMU-72706	GTP hydrolysis and joining of the 60S ribosomal subunit	11/55	108/6911	0.101851851851852	12.7981481481481	11.0677783088671	5.46172501130198e-10	1.93246464202124e-08	1.77990164396693e-08	Fau/Rpl13a/Rpl27/Rpl31/Rpl36a/Rpl37/Rpl37a/Rps16/Rps20/Rps21/Rps9	11	Muscle	Male	XL	Up
R-MMU-927802	Nonsense-Mediated Decay (NMD)	11/55	109/6911	0.100917431192661	12.6807339449541	11.0090547399646	6.03895200631637e-10	1.93246464202124e-08	1.77990164396693e-08	Fau/Rpl13a/Rpl27/Rpl31/Rpl36a/Rpl37/Rpl37a/Rps16/Rps20/Rps21/Rps9	11	Muscle	Male	XL	Up
R-MMU-975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	11/55	109/6911	0.100917431192661	12.6807339449541	11.0090547399646	6.03895200631637e-10	1.93246464202124e-08	1.77990164396693e-08	Fau/Rpl13a/Rpl27/Rpl31/Rpl36a/Rpl37/Rpl37a/Rps16/Rps20/Rps21/Rps9	11	Muscle	Male	XL	Up
R-MMU-72613	Eukaryotic Translation Initiation	11/55	115/6911	0.0956521739130435	12.0191304347826	10.6722139455176	1.08076741788388e-09	2.76676458978274e-08	2.54833580637884e-08	Fau/Rpl13a/Rpl27/Rpl31/Rpl36a/Rpl37/Rpl37a/Rps16/Rps20/Rps21/Rps9	11	Muscle	Male	XL	Up
R-MMU-72737	Cap-dependent Translation Initiation	11/55	115/6911	0.0956521739130435	12.0191304347826	10.6722139455176	1.08076741788388e-09	2.76676458978274e-08	2.54833580637884e-08	Fau/Rpl13a/Rpl27/Rpl31/Rpl36a/Rpl37/Rpl37a/Rps16/Rps20/Rps21/Rps9	11	Muscle	Male	XL	Up
R-MMU-6791226	Major pathway of rRNA processing in the nucleolus and cytosol	11/55	170/6911	0.0647058823529412	8.13058823529412	8.43087439997042	6.76288764284532e-08	1.33176864351416e-06	1.22662901376304e-06	Fau/Rpl13a/Rpl27/Rpl31/Rpl36a/Rpl37/Rpl37a/Rps16/Rps20/Rps21/Rps9	11	Muscle	Male	XL	Up
R-MMU-72312	rRNA processing	11/55	170/6911	0.0647058823529412	8.13058823529412	8.43087439997042	6.76288764284532e-08	1.33176864351416e-06	1.22662901376304e-06	Fau/Rpl13a/Rpl27/Rpl31/Rpl36a/Rpl37/Rpl37a/Rps16/Rps20/Rps21/Rps9	11	Muscle	Male	XL	Up
R-MMU-8868773	rRNA processing in the nucleus and cytosol	11/55	170/6911	0.0647058823529412	8.13058823529412	8.43087439997042	6.76288764284532e-08	1.33176864351416e-06	1.22662901376304e-06	Fau/Rpl13a/Rpl27/Rpl31/Rpl36a/Rpl37/Rpl37a/Rps16/Rps20/Rps21/Rps9	11	Muscle	Male	XL	Up
R-MMU-72695	Formation of the ternary complex, and subsequently, the 43S complex	5/55	52/6911	0.0961538461538462	12.0821678321678	7.18424207114087	5.1874906317831e-05	0.000948569715526052	0.000873682632721364	Fau/Rps16/Rps20/Rps21/Rps9	5	Muscle	Male	XL	Up
R-MMU-1236977	Endosomal/Vacuolar pathway	3/55	11/6911	0.272727272727273	34.2694214876033	9.89013023039448	7.52367234534333e-05	0.00128404008027193	0.0011826684949873	H2-Q4/H2-Q6/H2-Q7	3	Muscle	Male	XL	Up
R-MMU-72649	Translation initiation complex formation	5/55	59/6911	0.0847457627118644	10.6486902927581	6.66608211486586	9.57937169779547e-05	0.00144254067919744	0.00132865588873448	Fau/Rps16/Rps20/Rps21/Rps9	5	Muscle	Male	XL	Up
R-MMU-72702	Ribosomal scanning and start codon recognition	5/55	59/6911	0.0847457627118644	10.6486902927581	6.66608211486586	9.57937169779547e-05	0.00144254067919744	0.00132865588873448	Fau/Rps16/Rps20/Rps21/Rps9	5	Muscle	Male	XL	Up
R-MMU-72662	Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S	5/55	60/6911	0.0833333333333333	10.4712121212121	6.59916775846527	0.000103873688161677	0.00147731467607719	0.0013606845700711	Fau/Rps16/Rps20/Rps21/Rps9	5	Muscle	Male	XL	Up
R-MMU-1236974	ER-Phagosome pathway	3/55	20/6911	0.15	18.8481818181818	7.15900751448349	0.000494074582338077	0.00665700489887093	0.00613145188053902	H2-Q4/H2-Q6/H2-Q7	3	Muscle	Male	XL	Up
R-MMU-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	4/55	58/6911	0.0689655172413793	8.66583072100313	5.25070742562427	0.00110776378686754	0.0141793764719045	0.0130599520135963	H2-Q4/H2-Q6/H2-Q7/Icam4	4	Muscle	Male	XL	Up
R-MMU-983170	Antigen Presentation: Folding, assembly and peptide loading of class I MHC	3/55	27/6911	0.111111111111111	13.9616161616162	6.04373719906656	0.00121869442976069	0.0148564654294637	0.0136835865797692	H2-Q4/H2-Q6/H2-Q7	3	Muscle	Male	XL	Up
R-MMU-2172127	DAP12 interactions	3/55	35/6911	0.0857142857142857	10.7703896103896	5.18994713841609	0.00260708743214028	0.0303370173921778	0.0279419897033216	H2-Q4/H2-Q6/H2-Q7	3	Muscle	Male	XL	Up
R-MMU-1236975	Antigen processing-Cross presentation	4/55	75/6911	0.0533333333333333	6.70157575757576	4.44640960795025	0.0028719989589585	0.0319665971084076	0.0294429183893228	H2-Q4/H2-Q6/H2-Q7/Psme2	4	Muscle	Male	XL	Up
R-MMU-6804759	Regulation of TP53 Activity through Association with Co-factors	2/55	13/6911	0.153846153846154	19.3314685314685	5.92505386290897	0.00458568362309218	0.0489139586463166	0.0450523303321337	Trp63/Trp73	2	Muscle	Male	XL	Up
R-MMU-1474244	Extracellular matrix organization	8/19	182/6911	0.043956043956044	15.9884326200116	10.7587010375068	1.17085673466359e-08	1.12402246527704e-06	7.64138079464657e-07	Adam19/Col11a1/Col12a1/Col4a1/Col6a5/Itga2/P4ha1/Sparc	8	Muscle	Male	XL	Down
R-MMU-1650814	Collagen biosynthesis and modifying enzymes	5/19	52/6911	0.0961538461538462	34.9746963562753	12.9113021366427	2.1273454794378e-07	1.02112583013014e-05	6.94186419606019e-06	Col11a1/Col12a1/Col4a1/Col6a5/P4ha1	5	Muscle	Male	XL	Down
R-MMU-1474290	Collagen formation	5/19	63/6911	0.0793650793650794	28.8680033416876	11.6664155756702	5.64694551437554e-07	1.80702256460017e-05	1.22845832242556e-05	Col11a1/Col12a1/Col4a1/Col6a5/P4ha1	5	Muscle	Male	XL	Down
R-MMU-8948216	Collagen chain trimerization	4/19	36/6911	0.111111111111111	40.4152046783626	12.4486390602322	2.27392899707838e-06	5.45742959298811e-05	3.71009467944367e-05	Col11a1/Col12a1/Col4a1/Col6a5	4	Muscle	Male	XL	Down
R-MMU-2022090	Assembly of collagen fibrils and other multimeric structures	4/19	40/6911	0.1	36.3736842105263	11.7799515874522	3.50346572897175e-06	6.20073990553776e-05	4.21541528665944e-05	Col11a1/Col12a1/Col4a1/Col6a5	4	Muscle	Male	XL	Down
R-MMU-1442490	Collagen degradation	4/19	41/6911	0.0975609756097561	35.4865211810013	11.6280298198078	3.8754624409611e-06	6.20073990553776e-05	4.21541528665944e-05	Col11a1/Col12a1/Col4a1/Col6a5	4	Muscle	Male	XL	Down
R-MMU-1474228	Degradation of the extracellular matrix	4/19	77/6911	0.051948051948052	18.8954203691046	8.29073377534451	4.86376461022257e-05	0.000667030575116238	0.000453463768171127	Col11a1/Col12a1/Col4a1/Col6a5	4	Muscle	Male	XL	Down
R-MMU-3000178	ECM proteoglycans	3/19	32/6911	0.09375	34.1003289473684	9.8534390373637	8.31047171315064e-05	0.00097340156426743	0.000661742291497595	Col6a5/Itga2/Sparc	3	Muscle	Male	XL	Down
R-MMU-3000171	Non-integrin membrane-ECM interactions	3/19	33/6911	0.0909090909090909	33.066985645933	9.69454009964516	9.12563966500715e-05	0.00097340156426743	0.000661742291497595	Col11a1/Col4a1/Itga2	3	Muscle	Male	XL	Down
R-MMU-216083	Integrin cell surface interactions	3/19	65/6911	0.0461538461538462	16.7878542510121	6.71435855135504	0.000691053392371407	0.0066341125667655	0.00451003266600287	Col4a1/Col6a5/Itga2	3	Muscle	Male	XL	Down
R-MMU-8874081	MET activates PTK2 signaling	2/19	17/6911	0.117647058823529	42.7925696594427	9.05797433765368	0.000950295205912429	0.00829348543341756	0.00563811509727948	Col11a1/Itga2	2	Muscle	Male	XL	Down
R-MMU-419037	NCAM1 interactions	2/19	18/6911	0.111111111111111	40.4152046783626	8.7910163792313	0.00106733099041851	0.00853864792334805	0.00580478257946907	Col4a1/Col6a5	2	Muscle	Male	XL	Down
R-MMU-8875878	MET promotes cell motility	2/19	27/6911	0.0740740740740741	26.943469785575	7.09141172300365	0.00241274003559655	0.0178171571859437	0.0121125410693916	Col11a1/Itga2	2	Muscle	Male	XL	Down
R-MMU-9006934	Signaling by Receptor Tyrosine Kinases	5/19	374/6911	0.0133689839572193	4.86279200675486	4.03265503181538	0.00279584403130304	0.0191715019289351	0.0130332578902848	Col11a1/Col4a1/Col6a5/Hbegf/Itga2	5	Muscle	Male	XL	Down
R-MMU-375165	NCAM signaling for neurite out-growth	2/19	32/6911	0.0625	22.733552631579	6.46973135104219	0.00338165785879084	0.0216426102962614	0.014713178052283	Col4a1/Col6a5	2	Muscle	Male	XL	Down
R-MMU-186797	Signaling by PDGF	2/19	51/6911	0.0392156862745098	14.2641898864809	4.99168246046639	0.00842682832275697	0.0505609699365418	0.0343725892112455	Col4a1/Col6a5	2	Muscle	Male	XL	Down
R-MMU-6806834	Signaling by MET	2/19	61/6911	0.0327868852459016	11.9257981018119	4.50003604484408	0.0118990875123586	0.0671948471286132	0.0456807074777853	Col11a1/Itga2	2	Muscle	Male	XL	Down
R-MMU-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	10/177	54/6810	0.185185185185185	7.12492153170119	7.38118159693187	9.70063495919219e-07	0.00052189416080454	0.000500348540000439	Fcgr4/H2-Q4/H2-Q6/H2-Q7/H2-T22/Icam1/Ifitm1/Itgal/Itgb2/Trem2	10	Muscle	Female	WT	Up
R-MMU-1236975	Antigen processing-Cross presentation	11/177	75/6810	0.146666666666667	5.64293785310734	6.60431841576611	3.09414749314559e-06	0.000832325675656163	0.000797964353495441	Cybb/H2-Q4/H2-Q6/H2-Q7/H2-T22/Ncf4/Psmb8/Psmb9/Psmd8/Tap1/Tap2	11	Muscle	Female	WT	Up
R-MMU-6798695	Neutrophil degranulation	27/177	406/6810	0.0665024630541872	2.55865408700008	5.29005758333973	5.03670718373917e-06	0.00090324948828389	0.000865960182467436	Camp/Clec12a/Clec5a/Ctss/Cybb/Eef1a1/Fcgr4/H2-Q4/H2-Q6/H2-Q7/H2-T22/Hvcn1/Itgal/Itgb2/Lcn2/Mmp8/Ppbp/Prkcd/Prtn3/Ptprc/S100a8/S100a9/Serpinb6a/Slc15a4/Tnfrsf1b/Trpm2/Unc13d	27	Muscle	Female	WT	Up
R-MMU-1236974	ER-Phagosome pathway	6/177	20/6810	0.3	11.5423728813559	7.71243976844992	8.10945786570791e-06	0.00109072208293771	0.00104569325110444	H2-Q4/H2-Q6/H2-Q7/H2-T22/Tap1/Tap2	6	Muscle	Female	WT	Up
